Taxa,leg_length,body_size,spur_length,population_code,population_spur_length
Rediviva parva,7.303,2.964,5.1,R. parva,NA
Rediviva parva,6.511,2.862,5.1,R. parva,NA
Rediviva parva,7.014,2.856,5.1,R. parva,NA
Rediviva parva,7.255,2.839,5.1,R. parva,NA
Rediviva parva,6.799,2.936,5.1,R. parva,NA
Rediviva parva,7.647,2.975,5.1,R. parva,NA
Rediviva parva,6.884,2.562,5.1,R. parva,NA
Rediviva parva,6.933,2.653,5.1,R. parva,NA
Rediviva parva,6.799,2.613,5.1,R. parva,NA
Rediviva parva,7.547,2.794,5.1,R. parva,NA
Rediviva parva,7.845,3.071,5.1,R. parva,NA
Rediviva parva,7.624,3.117,5.1,R. parva,NA
Rediviva parva,7.387,2.834,5.1,R. parva,NA
Rediviva parva,7.675,2.975,5.1,R. parva,NA
Rediviva parva,7.873,2.964,5.1,R. parva,NA
Rediviva parva,6.872,2.687,5.1,R. parva,NA
Rediviva parva,7.624,3.094,5.1,R. parva,NA
Rediviva parva,7.296,2.885,5.1,R. parva,NA
Rediviva parva,7.206,2.902,5.1,R. parva,NA
Rediviva parva,7.274,2.59,5.1,R. parva,NA
Rediviva parva,7.466,2.557,5.1,R. parva,NA
Rediviva parva,7.652,2.862,5.1,R. parva,NA
Rediviva parva,7.483,2.834,5.1,R. parva,NA
Rediviva parva,7.371,2.862,5.1,R. parva,NA
Rediviva parva,7.545,3.037,5.1,R. parva,NA
Rediviva parva,7.766,2.868,5.1,R. parva,NA
Rediviva parva,7.291,2.788,5.1,R. parva,NA
Rediviva parva,7.59,2.726,5.1,R. parva,NA
Rediviva parva,8.424,3.111,5.1,R. parva,NA
Rediviva parva,8.694,3.269,5.1,R. parva,NA
Rediviva parva,8.858,3.117,5.1,R. parva,NA
Rediviva parva,8.773,3.343,5.1,R. parva,NA
Rediviva parva,8.643,3.105,5.1,R. parva,NA
Rediviva peringueyi,9.627,3.054,4.2,R. peringueyi,NA
Rediviva peringueyi,10.074,3.326,4.2,R. peringueyi,NA
Rediviva peringueyi,8.977,3.032,4.2,R. peringueyi,NA
Rediviva peringueyi,9.836,3.133,4.2,R. peringueyi,NA
Rediviva peringueyi,9.734,3.241,4.2,R. peringueyi,NA
Rediviva peringueyi,9.334,3.145,4.2,R. peringueyi,NA
Rediviva peringueyi,9.875,3.32,4.2,R. peringueyi,NA
Rediviva peringueyi,10.237,3.292,4.2,R. peringueyi,NA
Rediviva peringueyi,9.785,3.043,4.2,R. peringueyi,NA
Rediviva peringueyi,9.359,2.69,4.2,R. peringueyi,NA
Rediviva peringueyi,10.326,2.95,4.2,R. peringueyi,NA
Rediviva peringueyi,9.426,2.972,4.2,R. peringueyi,NA
Rediviva peringueyi,9.859,3.043,4.2,R. peringueyi,NA
Rediviva peringueyi,9.774,3.083,4.2,R. peringueyi,NA
Rediviva peringueyi,9.399,3.026,4.2,R. peringueyi,NA
Rediviva peringueyi,9.214,2.936,4.2,R. peringueyi,NA
Rediviva peringueyi,9.819,3.292,4.2,R. peringueyi,NA
Rediviva peringueyi,10.04,2.896,4.2,R. peringueyi,NA
Rediviva peringueyi,10.446,3.224,4.2,R. peringueyi,NA
Rediviva rhodosoma,12.505,3.037,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.568,2.998,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.314,3.037,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.303,3.094,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.076,3.009,14.6,R. rhodosoma,NA
Rediviva rhodosoma,11.928,3.02,14.6,R. rhodosoma,NA
Rediviva rhodosoma,11.386,2.766,14.6,R. rhodosoma,NA
Rediviva rhodosoma,11.448,2.794,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.601,3.06,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.709,3.133,14.6,R. rhodosoma,NA
Rediviva rhodosoma,13.02,3.411,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.591,3.111,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.302,3.032,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.894,3.043,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.595,3.162,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.759,3.179,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.851,3.037,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.2,2.981,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.647,3.105,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.008,2.907,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.653,3.394,14.6,R. rhodosoma,NA
Rediviva rhodosoma,13.467,3.433,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.774,3.258,14.6,R. rhodosoma,NA
Rediviva rhodosoma,12.064,2.941,14.6,R. rhodosoma,NA
Rediviva ruficornis,9.458,2.687,4.075,R. ruficornis,NA
Rediviva ruficornis,9.169,2.771,4.075,R. ruficornis,NA
Rediviva ruficornis,8.58,2.783,4.075,R. ruficornis,NA
Rediviva ruficornis,9.202,2.8,4.075,R. ruficornis,NA
Rediviva ruficornis,8.897,2.624,4.075,R. ruficornis,NA
Rediviva ruficornis,9.457,2.856,4.075,R. ruficornis,NA
Rediviva ruficornis,9.067,2.636,4.075,R. ruficornis,NA
Rediviva ruficornis,9.102,2.681,4.075,R. ruficornis,NA
Rediviva ruficornis,9.39,2.794,4.075,R. ruficornis,NA
Rediviva ruficornis,9.751,2.755,4.075,R. ruficornis,NA
Rediviva ruficornis,9.067,2.76,4.075,R. ruficornis,NA
Rediviva ruficornis,9.327,2.794,4.075,R. ruficornis,NA
Rediviva ruficornis,9.56,2.885,4.075,R. ruficornis,NA
Rediviva ruficornis,9.577,2.687,4.075,R. ruficornis,NA
Rediviva ruficornis,9.955,2.862,4.075,R. ruficornis,NA
Rediviva ruficornis,9.519,2.892,4.075,R. ruficornis,NA
Rediviva ruficornis,9.581,2.636,4.075,R. ruficornis,NA
Rediviva ruficornis,9.938,2.771,4.075,R. ruficornis,NA
Rediviva ruficornis,9.89,2.856,4.075,R. ruficornis,NA
Rediviva ruficornis,9.786,2.805,4.075,R. ruficornis,NA
Rediviva ruficornis,9.7,2.794,4.075,R. ruficornis,NA
Rediviva ruficornis,9.931,2.811,4.075,R. ruficornis,NA
Rediviva ruficornis,9.943,2.766,4.075,R. ruficornis,NA
Rediviva ruficornis,9.937,2.896,4.075,R. ruficornis,NA
Rediviva ruficornis,9.553,2.783,4.075,R. ruficornis,NA
Rediviva ruficornis,9.904,2.709,4.075,R. ruficornis,NA
Rediviva ruficornis,9.835,2.788,4.075,R. ruficornis,NA
Rediviva ruficornis,9.446,2.607,4.075,R. ruficornis,NA
Rediviva ruficornis,9.797,2.822,4.075,R. ruficornis,NA
Rediviva ruficornis,9.864,3.043,4.075,R. ruficornis,NA
Rediviva rufipes,7.189,3.003,6.171,R. rufipes,NA
Rediviva rufipes,7.274,2.788,6.171,R. rufipes,NA
Rediviva rufipes,7.511,2.907,6.171,R. rufipes,NA
Rediviva rufipes,7.296,2.981,6.171,R. rufipes,NA
Rediviva rufipes,7.211,2.76,6.171,R. rufipes,NA
Rediviva rufipes,7.246,2.8,6.171,R. rufipes,NA
Rediviva rufipes,7.218,2.862,6.171,R. rufipes,NA
Rediviva rufipes,7.25,2.658,6.171,R. rufipes,NA
Rediviva rufipes,7.325,2.862,6.171,R. rufipes,NA
Rediviva rufipes,7.348,2.919,6.171,R. rufipes,NA
Rediviva rufipes,7.59,3.009,6.171,R. rufipes,NA
Rediviva rufipes,7.614,2.692,6.171,R. rufipes,NA
Rediviva rufipes,7.68,2.811,6.171,R. rufipes,NA
Rediviva rufipes,7.675,2.896,6.171,R. rufipes,NA
Rediviva rufipes,7.856,3.026,6.171,R. rufipes,NA
Rediviva rufipes,7.54,3.077,6.171,R. rufipes,NA
Rediviva rufipes,7.489,2.941,6.171,R. rufipes,NA
Rediviva rufipes,7.789,2.896,6.171,R. rufipes,NA
Rediviva rufipes,7.862,3.145,6.171,R. rufipes,NA
Rediviva rufipes,7.302,2.856,6.171,R. rufipes,NA
Rediviva rufipes,7.902,3.02,6.171,R. rufipes,NA
Rediviva rufipes,7.743,2.794,6.171,R. rufipes,NA
Rediviva rufipes,8.206,3.156,6.171,R. rufipes,NA
Rediviva rufipes,7.33,2.93,6.171,R. rufipes,NA
Rediviva rufipes,7.477,2.879,6.171,R. rufipes,NA
Rediviva rufipes,8.507,2.952,6.171,R. rufipes,NA
Rediviva rufipes,7.596,3.02,6.171,R. rufipes,NA
Rediviva rufipes,7.613,2.8,6.171,R. rufipes,NA
Rediviva rufipes,7.907,2.907,6.171,R. rufipes,NA
Rediviva rufipes,7.658,3.054,6.171,R. rufipes,NA
Rediviva rufipes,7.568,3.083,6.171,R. rufipes,NA
Rediviva rufipes,7.053,2.811,6.171,R. rufipes,NA
Rediviva rufipes,7.879,3.224,6.171,R. rufipes,NA
Rediviva rufipes,7.026,2.641,6.171,R. rufipes,NA
Rediviva rufipes,7.269,2.839,6.171,R. rufipes,NA
Rediviva rufipes,7.336,3.128,6.171,R. rufipes,NA
Rediviva rufipes,7.54,2.783,6.171,R. rufipes,NA
Rediviva rufipes,7.363,3.037,6.171,R. rufipes,NA
Rediviva rufipes,6.94,2.992,6.171,R. rufipes,NA
Rediviva rufipes,7.251,3.071,6.171,R. rufipes,NA
Rediviva rufipes,7.171,2.828,6.171,R. rufipes,NA
Rediviva rufipes,7.036,2.805,6.171,R. rufipes,NA
Rediviva rufipes,7.352,2.924,6.171,R. rufipes,NA
Rediviva rufipes,7.466,3.009,6.171,R. rufipes,NA
Rediviva rufipes,7.279,3.201,6.171,R. rufipes,NA
Rediviva rufipes,7.285,2.834,6.171,R. rufipes,NA
Rediviva rufipes,7.607,2.986,6.171,R. rufipes,NA
Rediviva rufipes,6.861,2.868,6.171,R. rufipes,NA
Rediviva rufipes,7.336,3.1,6.171,R. rufipes,NA
Rediviva rufocincta,7.732,2.856,3.575,R. rufocincta,NA
Rediviva rufocincta,8.236,2.715,3.575,R. rufocincta,NA
Rediviva rufocincta,8.467,2.788,3.575,R. rufocincta,NA
Rediviva rufocincta,8.614,2.749,3.575,R. rufocincta,NA
Rediviva rufocincta,8.355,2.743,3.575,R. rufocincta,NA
Rediviva rufocincta,8.224,2.664,3.575,R. rufocincta,NA
Rediviva rufocincta,8.432,2.715,3.575,R. rufocincta,NA
Rediviva rufocincta,8.319,2.721,3.575,R. rufocincta,NA
Rediviva rufocincta,8.315,2.715,3.575,R. rufocincta,NA
Rediviva rufocincta,8.347,2.822,3.575,R. rufocincta,NA
Rediviva rufocincta,8.371,2.749,3.575,R. rufocincta,NA
Rediviva rufocincta,8.179,2.8,3.575,R. rufocincta,NA
Rediviva rufocincta,7.478,2.67,3.575,R. rufocincta,NA
Rediviva rufocincta,8.349,2.777,3.575,R. rufocincta,NA
Rediviva rufocincta,9.616,3.128,3.575,R. rufocincta,NA
Rediviva rufocincta,7.817,2.698,3.575,R. rufocincta,NA
Rediviva rufocincta,7.912,2.834,3.575,R. rufocincta,NA
Rediviva rufocincta,8.337,2.715,3.575,R. rufocincta,NA
Rediviva rufocincta,8.016,2.687,3.575,R. rufocincta,NA
Rediviva rufocincta,8.099,2.704,3.575,R. rufocincta,NA
Rediviva rufocincta,9.242,3.19,3.575,R. rufocincta,NA
Rediviva rufocincta,10.192,2.992,3.575,R. rufocincta,NA
Rediviva rufocincta,9.535,3.173,3.575,R. rufocincta,NA
Rediviva rufocincta,7.868,2.698,3.575,R. rufocincta,NA
Rediviva rufocincta,7.991,2.67,3.575,R. rufocincta,NA
Rediviva rufocincta,7.794,2.59,3.575,R. rufocincta,NA
Rediviva rufocincta,7.556,2.709,3.575,R. rufocincta,NA
Rediviva rufocincta,7.822,2.602,3.575,R. rufocincta,NA
Rediviva rufocincta,7.907,2.687,3.575,R. rufocincta,NA
Rediviva rufocincta,7.975,2.506,3.575,R. rufocincta,NA
Rediviva rufocincta,7.777,2.596,3.575,R. rufocincta,NA
Rediviva rufocincta,7.669,2.511,3.575,R. rufocincta,NA
Rediviva rufocincta,7.358,2.489,3.575,R. rufocincta,NA
Rediviva rufocincta,7.925,2.602,3.575,R. rufocincta,NA
Rediviva rufocincta,7.631,2.664,3.575,R. rufocincta,NA
Rediviva rufocincta,8.111,2.715,3.575,R. rufocincta,NA
Rediviva rufocincta,7.715,2.653,3.575,R. rufocincta,NA
Rediviva rufocincta,7.879,2.483,3.575,R. rufocincta,NA
Rediviva rufocincta,7.981,2.749,3.575,R. rufocincta,NA
Rediviva rufocincta,7.45,2.607,3.575,R. rufocincta,NA
Rediviva rufocincta,7.539,2.681,3.575,R. rufocincta,NA
Rediviva rufocincta,8.27,2.845,3.575,R. rufocincta,NA
Rediviva rufocincta,7.625,2.738,3.575,R. rufocincta,NA
Rediviva rufocincta,7.398,2.879,3.575,R. rufocincta,NA
Rediviva rufocincta,7.772,2.771,3.575,R. rufocincta,NA
Rediviva rufocincta,7.732,2.732,3.575,R. rufocincta,NA
Rediviva rufocincta,7.658,2.76,3.575,R. rufocincta,NA
Rediviva rufocincta,7.302,2.698,3.575,R. rufocincta,NA
Rediviva rufocincta,7.528,2.788,3.575,R. rufocincta,NA
Rediviva rufocincta,7.754,2.924,3.575,R. rufocincta,NA
Rediviva rufocincta,7.738,2.856,3.575,R. rufocincta,NA
Rediviva rufocincta,8.049,2.766,3.575,R. rufocincta,NA
Rediviva rufocincta,7.745,2.726,3.575,R. rufocincta,NA
Rediviva rufocincta,7.744,2.721,3.575,R. rufocincta,NA
Rediviva rufocincta,8.263,2.941,3.575,R. rufocincta,NA
Rediviva rufocincta,8.067,2.726,3.575,R. rufocincta,NA
Rediviva rufocincta,7.981,2.885,3.575,R. rufocincta,NA
Rediviva rufocincta,7.884,2.704,3.575,R. rufocincta,NA
Rediviva rufocincta,7.845,2.755,3.575,R. rufocincta,NA
Rediviva rufocincta,7.97,2.709,3.575,R. rufocincta,NA
Rediviva rufocincta,7.937,2.743,3.575,R. rufocincta,NA
Rediviva rufocincta,8.247,2.794,3.575,R. rufocincta,NA
Rediviva rufocincta,8.23,2.755,3.575,R. rufocincta,NA
Rediviva rufocincta,8.223,2.8,3.575,R. rufocincta,NA
Rediviva rufocincta,7.552,2.726,3.575,R. rufocincta,NA
Rediviva rufocincta,8.461,2.845,3.575,R. rufocincta,NA
Rediviva saetigera,7.105,2.992,0,R. saetigera,NA
Rediviva saetigera,7.065,3.071,0,R. saetigera,NA
Rediviva saetigera,7.375,2.981,0,R. saetigera,NA
Rediviva saetigera,6.986,2.969,0,R. saetigera,NA
Rediviva saetigera,6.889,3.02,0,R. saetigera,NA
Rediviva saetigera,6.951,2.981,0,R. saetigera,NA
Rediviva saetigera,6.783,2.885,0,R. saetigera,NA
Rediviva saetigera,6.735,2.868,0,R. saetigera,NA
Rediviva saetigera,7.851,3.105,0,R. saetigera,NA
Rediviva saetigera,7.009,2.839,0,R. saetigera,NA
Rediviva saetigera,7.449,3.003,0,R. saetigera,NA
Rediviva saetigera,7.38,2.913,0,R. saetigera,NA
Rediviva saetigera,7.16,2.896,0,R. saetigera,NA
Rediviva saetigera,6.951,2.624,0,R. saetigera,NA
Rediviva saetigera,6.776,2.777,0,R. saetigera,NA
Rediviva saetigera,6.985,2.873,0,R. saetigera,NA
Rediviva saetigera,6.867,2.822,0,R. saetigera,NA
Rediviva saetigera,7.269,2.845,0,R. saetigera,NA
Rediviva saetigera,7.211,3.077,0,R. saetigera,NA
Rediviva saetigera,7.144,3.128,0,R. saetigera,NA
Rediviva saetigera,7.308,3.156,0,R. saetigera,NA
Rediviva saetigera,7.082,2.941,0,R. saetigera,NA
Rediviva saetigera,6.775,2.851,0,R. saetigera,NA
Rediviva transkeiana,10.022,2.692,5,R. transkeiana,NA
Rediviva transkeiana,10.056,2.726,5,R. transkeiana,NA
Rediviva transkeiana,9.994,2.8,5,R. transkeiana,NA
Rediviva transkeiana,10.006,2.817,5,R. transkeiana,NA
Rediviva transkeiana,9.984,2.834,5,R. transkeiana,NA
Rediviva transkeiana,9.91,2.54,5,R. transkeiana,NA
Rediviva transkeiana,10.084,2.8,5,R. transkeiana,NA
Rediviva whiteheadi,10.921,3.139,10.15,R. whiteheadi,NA
Rediviva whiteheadi,10.81,3.167,10.15,R. whiteheadi,NA
Rediviva whiteheadi,11.04,3.269,10.15,R. whiteheadi,NA
Rediviva whiteheadi,10.842,3.15,10.15,R. whiteheadi,NA
Rediviva whiteheadi,10.753,2.958,10.15,R. whiteheadi,NA
Rediviva whiteheadi,11.352,3.128,10.15,R. whiteheadi,NA
Rediviva whiteheadi,10.701,3.162,10.15,R. whiteheadi,NA
Rediviva whiteheadi,10.656,3.252,10.15,R. whiteheadi,NA
Rediviva whiteheadi,10.833,3.083,10.15,R. whiteheadi,NA
Rediviva whiteheadi,10.633,3.224,10.15,R. whiteheadi,NA
Rediviva whiteheadi,11.12,3.133,10.15,R. whiteheadi,NA
Rediviva gigas,10.303,4.162,2,R. gigas,NA
Rediviva gigas,10.2054,4.043,2,R. gigas,NA
Rediviva gigas,11.093,4.378,2,R. gigas,NA
Rediviva gigas,11.265,4.097,2,R. gigas,NA
Rediviva gigas,11.5462,4.259,2,R. gigas,NA
Rediviva gigas,10.724,4.184,2,R. gigas,NA
Rediviva gigas,10.8859,4.227,2,R. gigas,NA
Rediviva gigas,10.563,4.249,2,R. gigas,NA
